conversationID,sourceID,targetID,productID,message,createdAt,msgStatus,priceFixed
224,35,96,12,amet,"2021-07-09 15:54:22",1,98.37
225,53,24,59,"pede justo eu massa donec dapibus duis at velit eu est congue","2021-06-17 00:47:25",1,29.54
226,50,93,58,"orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed","2021-07-10 08:17:09",0,37.82
227,65,78,25,"nunc proin at turpis a","2021-07-25 19:04:48",1,86.12
228,28,33,6,"in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur","2021-01-07 09:08:24",0,15.98
229,71,91,11,"magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida","2020-12-31 02:14:45",1,13.56
230,49,51,15,"sit amet eros suspendisse accumsan tortor","2021-06-20 15:32:41",0,8.15
231,9,54,56,"pellentesque ultrices","2021-03-31 14:57:29",1,18.62
232,96,25,87,"diam neque vestibulum eget vulputate","2020-10-31 19:54:03",0,35.64
233,8,100,47,"ipsum aliquam non mauris morbi","2021-01-02 06:08:30",1,39.05
234,61,56,97,"convallis duis consequat dui nec nisi volutpat eleifend donec ut","2021-07-27 01:59:05",0,2.19
235,24,85,75,"orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio","2021-06-16 00:46:24",1,8.73
236,29,92,44,"id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet","2020-11-03 05:42:36",0,38.71
237,100,58,83,"in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla","2020-11-07 16:37:52",0,11.94
238,56,49,28,"ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum","2021-08-11 18:43:25",0,5.64
239,7,32,51,"duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh","2020-10-24 13:28:17",0,61.49
240,33,13,64,"vestibulum sit","2020-12-25 01:17:18",0,67.94
241,12,7,36,"duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis","2020-10-03 03:39:32",0,96
242,2,6,21,"imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam","2020-10-06 01:04:19",1,62.96
243,97,70,94,"iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget","2021-04-23 23:40:33",1,46.25
244,29,26,67,"mauris non ligula pellentesque ultrices phasellus","2021-04-24 15:01:40",1,62.01
245,91,87,100,"platea dictumst aliquam augue quam sollicitudin vitae consectetuer","2020-09-21 21:44:26",1,76.95
